,"␢ㄧ␢ˉ","一","2024-02-17 09:11:00","ai@indexbox.com","1","zhuyin","chinese","注音","中文","教育部本土語言成果參考字表"
,"ㄉㄧㄥˉ","丁","2024-02-17 09:11:00","ai@indexbox.com","1","zhuyin","chinese","注音","中文","教育部本土語言成果參考字表"
,"ㄑㄧ␢ˉ","七","2024-02-17 09:11:00","ai@indexbox.com","1","zhuyin","chinese","注音","中文","教育部本土語言成果參考字表"
,"␢ㄨㄢˋ","万","2024-02-17 09:11:00","ai@indexbox.com","1","zhuyin","chinese","注音","中文","教育部本土語言成果參考字表"
,"ㄓ␢ㄤˋ","丈","2024-02-17 09:11:00","ai@indexbox.com","1","zhuyin","chinese","注音","中文","教育部本土語言成果參考字表"
,"ㄙ␢ㄢˉ","三","2024-02-17 09:11:00","ai@indexbox.com","1","zhuyin","chinese","注音","中文","教育部本土語言成果參考字表"
,"ㄕ␢ㄤˋ","上","2024-02-17 09:11:00","ai@indexbox.com","1","zhuyin","chinese","注音","中文","教育部本土語言成果參考字表"
,"ㄒㄧㄚˋ","下","2024-02-17 09:11:00","ai@indexbox.com","1","zhuyin","chinese","注音","中文","教育部本土語言成果參考字表"
,"ㄅㄨ␢ˋ","不","2024-02-17 09:11:00","ai@indexbox.com","1","zhuyin","chinese","注音","中文","教育部本土語言成果參考字表"
,"ㄍ␢ㄞˋ","丐","2024-02-17 09:11:00","ai@indexbox.com","1","zhuyin","chinese","注音","中文","教育部本土語言成果參考字表"
,"ㄔ␢ㄡˇ","丑","2024-02-17 09:11:00","ai@indexbox.com","1","zhuyin","chinese","注音","中文","教育部本土語言成果參考字表"
,"ㄑㄧㄝˇ","且","2024-02-17 09:11:00","ai@indexbox.com","1","zhuyin","chinese","注音","中文","教育部本土語言成果參考字表"
,"ㄆㄧ␢ˉ","丕","2024-02-17 09:11:00","ai@indexbox.com","1","zhuyin","chinese","注音","中文","教育部本土語言成果參考字表"
,"ㄕ␢␢ˋ","世","2024-02-17 09:11:00","ai@indexbox.com","1","zhuyin","chinese","注音","中文","教育部本土語言成果參考字表"
,"ㄑㄧㄡˉ","丘","2024-02-17 09:11:00","ai@indexbox.com","1","zhuyin","chinese","注音","中文","教育部本土語言成果參考字表"
