,"鼠","Rat","2024-02-17 21:01:00","ai@indexbox.com","1","生肖","Chinese zodiac","十二生肖","中文",""
,"牛","Ox","2024-02-17 21:01:00","ai@indexbox.com","1","生肖","Chinese zodiac","十二生肖","中文",""
,"虎","Tiger","2024-02-17 21:01:00","ai@indexbox.com","1","生肖","Chinese zodiac","十二生肖","中文",""
,"兔","Rabbit","2024-02-17 21:01:00","ai@indexbox.com","1","生肖","Chinese zodiac","十二生肖","中文",""
,"龍","Dragon","2024-02-17 21:01:00","ai@indexbox.com","1","生肖","Chinese zodiac","十二生肖","中文",""
,"蛇","Snake","2024-02-17 21:01:00","ai@indexbox.com","1","生肖","Chinese zodiac","十二生肖","中文",""
,"馬","Horse","2024-02-17 21:01:00","ai@indexbox.com","1","生肖","Chinese zodiac","十二生肖","中文",""
,"羊","Goat","2024-02-17 21:01:00","ai@indexbox.com","1","生肖","Chinese zodiac","十二生肖","中文",""
,"猴","Monkey","2024-02-17 21:01:00","ai@indexbox.com","1","生肖","Chinese zodiac","十二生肖","中文",""
,"雞","Rooster","2024-02-17 21:01:00","ai@indexbox.com","1","生肖","Chinese zodiac","十二生肖","中文",""
,"狗","Dog","2024-02-17 21:01:00","ai@indexbox.com","1","生肖","Chinese zodiac","十二生肖","中文",""
,"豬","Pig","2024-02-17 21:01:00","ai@indexbox.com","1","生肖","Chinese zodiac","十二生肖","中文",""
,"Rat","鼠","2024-02-17 21:01:00","ai@indexbox.com","1","Chinese zodiac","生肖","十二生肖","English",""
,"Ox","牛","2024-02-17 21:01:00","ai@indexbox.com","1","Chinese zodiac","生肖","十二生肖","English",""
,"Tiger","虎","2024-02-17 21:01:00","ai@indexbox.com","1","Chinese zodiac","生肖","十二生肖","English",""
,"Rabbit","兔","2024-02-17 21:01:00","ai@indexbox.com","1","Chinese zodiac","生肖","十二生肖","English",""
,"Dragon","龍","2024-02-17 21:01:00","ai@indexbox.com","1","Chinese zodiac","生肖","十二生肖","English",""
,"Snake","蛇","2024-02-17 21:01:00","ai@indexbox.com","1","Chinese zodiac","生肖","十二生肖","English",""
,"Horse","馬","2024-02-17 21:01:00","ai@indexbox.com","1","Chinese zodiac","生肖","十二生肖","English",""
,"Goat","羊","2024-02-17 21:01:00","ai@indexbox.com","1","Chinese zodiac","生肖","十二生肖","English",""
,"Monkey","猴","2024-02-17 21:01:00","ai@indexbox.com","1","Chinese zodiac","生肖","十二生肖","English",""
,"Rooster","雞","2024-02-17 21:01:00","ai@indexbox.com","1","Chinese zodiac","生肖","十二生肖","English",""
,"Dog","狗","2024-02-17 21:01:00","ai@indexbox.com","1","Chinese zodiac","生肖","十二生肖","English",""
,"Pig","豬","2024-02-17 21:01:00","ai@indexbox.com","1","Chinese zodiac","生肖","十二生肖","English",""
,"鼠","1","2024-02-17 21:01:00","ai@indexbox.com","1","生肖","順序","十二生肖","中文","排序"
,"牛","2","2024-02-17 21:01:00","ai@indexbox.com","1","生肖","順序","十二生肖","中文","排序"
,"虎","3","2024-02-17 21:01:00","ai@indexbox.com","1","生肖","順序","十二生肖","中文","排序"
