,"一","␢ㄧ␢ˉ","2024-02-16 23:14:00","ai@indexbox.com","1","chinese","zhuyin","中文","注音","教育部本土語言成果參考字表"
,"丁","ㄉㄧㄥˉ","2024-02-16 23:14:00","ai@indexbox.com","1","chinese","zhuyin","中文","注音","教育部本土語言成果參考字表"
,"七","ㄑㄧ␢ˉ","2024-02-16 23:14:00","ai@indexbox.com","1","chinese","zhuyin","中文","注音","教育部本土語言成果參考字表"
,"万","␢ㄨㄢˋ","2024-02-16 23:14:00","ai@indexbox.com","1","chinese","zhuyin","中文","注音","教育部本土語言成果參考字表"
,"丈","ㄓ␢ㄤˋ","2024-02-16 23:14:00","ai@indexbox.com","1","chinese","zhuyin","中文","注音","教育部本土語言成果參考字表"
,"三","ㄙ␢ㄢˉ","2024-02-16 23:14:00","ai@indexbox.com","1","chinese","zhuyin","中文","注音","教育部本土語言成果參考字表"
,"上","ㄕ␢ㄤˋ","2024-02-16 23:14:00","ai@indexbox.com","1","chinese","zhuyin","中文","注音","教育部本土語言成果參考字表"
,"下","ㄒㄧㄚˋ","2024-02-16 23:14:00","ai@indexbox.com","1","chinese","zhuyin","中文","注音","教育部本土語言成果參考字表"
,"不","ㄅㄨ␢ˋ","2024-02-16 23:14:00","ai@indexbox.com","1","chinese","zhuyin","中文","注音","教育部本土語言成果參考字表"
,"丐","ㄍ␢ㄞˋ","2024-02-16 23:14:00","ai@indexbox.com","1","chinese","zhuyin","中文","注音","教育部本土語言成果參考字表"
,"丑","ㄔ␢ㄡˇ","2024-02-16 23:14:00","ai@indexbox.com","1","chinese","zhuyin","中文","注音","教育部本土語言成果參考字表"
,"且","ㄑㄧㄝˇ","2024-02-16 23:14:00","ai@indexbox.com","1","chinese","zhuyin","中文","注音","教育部本土語言成果參考字表"
,"丕","ㄆㄧ␢ˉ","2024-02-16 23:14:00","ai@indexbox.com","1","chinese","zhuyin","中文","注音","教育部本土語言成果參考字表"
,"世","ㄕ␢␢ˋ","2024-02-16 23:14:00","ai@indexbox.com","1","chinese","zhuyin","中文","注音","教育部本土語言成果參考字表"
,"丘","ㄑㄧㄡˉ","2024-02-16 23:14:00","ai@indexbox.com","1","chinese","zhuyin","中文","注音","教育部本土語言成果參考字表"
,"丙","ㄅㄧㄥˇ","2024-02-16 23:14:00","ai@indexbox.com","1","chinese","zhuyin","中文","注音","教育部本土語言成果參考字表"
,"丞","ㄔ␢ㄥˊ","2024-02-16 23:14:00","ai@indexbox.com","1","chinese","zhuyin","中文","注音","教育部本土語言成果參考字表"
,"丟","ㄉㄧㄡˉ","2024-02-16 23:14:00","ai@indexbox.com","1","chinese","zhuyin","中文","注音","教育部本土語言成果參考字表"
,"並","ㄅㄧㄥˋ","2024-02-16 23:14:00","ai@indexbox.com","1","chinese","zhuyin","中文","注音","教育部本土語言成果參考字表"
,"丩","ㄐㄧㄡˉ","2024-02-16 23:14:00","ai@indexbox.com","1","chinese","zhuyin","中文","注音","教育部本土語言成果參考字表"
,"个","ㄍ␢ㄜˋ","2024-02-16 23:14:00","ai@indexbox.com","1","chinese","zhuyin","中文","注音","教育部本土語言成果參考字表"
,"丫","␢ㄧㄚˉ","2024-02-16 23:14:00","ai@indexbox.com","1","chinese","zhuyin","中文","注音","教育部本土語言成果參考字表"
,"中","ㄓㄨㄥˉ","2024-02-16 23:14:00","ai@indexbox.com","1","chinese","zhuyin","中文","注音","教育部本土語言成果參考字表"
,"丰","ㄈ␢ㄥˉ","2024-02-16 23:14:00","ai@indexbox.com","1","chinese","zhuyin","中文","注音","教育部本土語言成果參考字表"
,"串","ㄔㄨㄢˋ","2024-02-16 23:14:00","ai@indexbox.com","1","chinese","zhuyin","中文","注音","教育部本土語言成果參考字表"
,"丸","␢ㄨㄢˊ","2024-02-16 23:14:00","ai@indexbox.com","1","chinese","zhuyin","中文","注音","教育部本土語言成果參考字表"
,"丹","ㄉ␢ㄢˉ","2024-02-16 23:14:00","ai@indexbox.com","1","chinese","zhuyin","中文","注音","教育部本土語言成果參考字表"
,"主","ㄓㄨ␢ˇ","2024-02-16 23:14:00","ai@indexbox.com","1","chinese","zhuyin","中文","注音","教育部本土語言成果參考字表"
,"丼","ㄐㄧㄥˇ","2024-02-16 23:14:00","ai@indexbox.com","1","chinese","zhuyin","中文","注音","教育部本土語言成果參考字表"
,"乃","ㄋ␢ㄞˇ","2024-02-16 23:14:00","ai@indexbox.com","1","chinese","zhuyin","中文","注音","教育部本土語言成果參考字表"
,"久","ㄐㄧㄡˇ","2024-02-16 23:14:00","ai@indexbox.com","1","chinese","zhuyin","中文","注音","教育部本土語言成果參考字表"
,"么","ㄇ␢ㄜ˙","2024-02-16 23:14:00","ai@indexbox.com","1","chinese","zhuyin","中文","注音","教育部本土語言成果參考字表"
,"之","ㄓ␢␢ˉ","2024-02-16 23:14:00","ai@indexbox.com","1","chinese","zhuyin","中文","注音","教育部本土語言成果參考字表"
,"乍","ㄓ␢ㄚˋ","2024-02-16 23:14:00","ai@indexbox.com","1","chinese","zhuyin","中文","注音","教育部本土語言成果參考字表"
,"乎","ㄏㄨ␢ˉ","2024-02-16 23:14:00","ai@indexbox.com","1","chinese","zhuyin","中文","注音","教育部本土語言成果參考字表"
,"乏","ㄈ␢ㄚˊ","2024-02-16 23:14:00","ai@indexbox.com","1","chinese","zhuyin","中文","注音","教育部本土語言成果參考字表"
,"乒","ㄆㄧㄥˉ","2024-02-16 23:14:00","ai@indexbox.com","1","chinese","zhuyin","中文","注音","教育部本土語言成果參考字表"
,"乓","ㄆ␢ㄤˉ","2024-02-16 23:14:00","ai@indexbox.com","1","chinese","zhuyin","中文","注音","教育部本土語言成果參考字表"
,"乖","ㄍㄨㄞˉ","2024-02-16 23:14:00","ai@indexbox.com","1","chinese","zhuyin","中文","注音","教育部本土語言成果參考字表"
,"乘","ㄔ␢ㄥˊ","2024-02-16 23:14:00","ai@indexbox.com","1","chinese","zhuyin","中文","注音","教育部本土語言成果參考字表"
,"乙","␢ㄧ␢ˇ","2024-02-16 23:14:00","ai@indexbox.com","1","chinese","zhuyin","中文","注音","教育部本土語言成果參考字表"
,"乜","ㄇㄧㄝˉ","2024-02-16 23:14:00","ai@indexbox.com","1","chinese","zhuyin","中文","注音","教育部本土語言成果參考字表"
,"九","ㄐㄧㄡˇ","2024-02-16 23:14:00","ai@indexbox.com","1","chinese","zhuyin","中文","注音","教育部本土語言成果參考字表"
,"乞","ㄑㄧ␢ˇ","2024-02-16 23:14:00","ai@indexbox.com","1","chinese","zhuyin","中文","注音","教育部本土語言成果參考字表"
,"也","␢ㄧㄝˇ","2024-02-16 23:14:00","ai@indexbox.com","1","chinese","zhuyin","中文","注音","教育部本土語言成果參考字表"
,"乩","ㄐㄧ␢ˉ","2024-02-16 23:14:00","ai@indexbox.com","1","chinese","zhuyin","中文","注音","教育部本土語言成果參考字表"
,"乳","ㄖㄨ␢ˇ","2024-02-16 23:14:00","ai@indexbox.com","1","chinese","zhuyin","中文","注音","教育部本土語言成果參考字表"
,"乾","ㄑㄧㄢˊ","2024-02-16 23:14:00","ai@indexbox.com","1","chinese","zhuyin","中文","注音","教育部本土語言成果參考字表"
,"亂","ㄌㄨㄢˋ","2024-02-16 23:14:00","ai@indexbox.com","1","chinese","zhuyin","中文","注音","教育部本土語言成果參考字表"
,"了","ㄌ␢ㄜ˙","2024-02-16 23:14:00","ai@indexbox.com","1","chinese","zhuyin","中文","注音","教育部本土語言成果參考字表"
,"予","␢ㄩ␢ˇ","2024-02-16 23:14:00","ai@indexbox.com","1","chinese","zhuyin","中文","注音","教育部本土語言成果參考字表"
,"事","ㄕ␢␢ˋ","2024-02-16 23:14:00","ai@indexbox.com","1","chinese","zhuyin","中文","注音","教育部本土語言成果參考字表"
,"二","␢␢ㄦˋ","2024-02-16 23:14:00","ai@indexbox.com","1","chinese","zhuyin","中文","注音","教育部本土語言成果參考字表"
,"亍","ㄔㄨ␢ˋ","2024-02-16 23:14:00","ai@indexbox.com","1","chinese","zhuyin","中文","注音","教育部本土語言成果參考字表"
,"于","␢ㄩ␢ˊ","2024-02-16 23:14:00","ai@indexbox.com","1","chinese","zhuyin","中文","注音","教育部本土語言成果參考字表"
,"云","␢ㄩㄣˊ","2024-02-16 23:14:00","ai@indexbox.com","1","chinese","zhuyin","中文","注音","教育部本土語言成果參考字表"
,"互","ㄏㄨ␢ˋ","2024-02-16 23:14:00","ai@indexbox.com","1","chinese","zhuyin","中文","注音","教育部本土語言成果參考字表"
,"五","␢ㄨ␢ˇ","2024-02-16 23:14:00","ai@indexbox.com","1","chinese","zhuyin","中文","注音","教育部本土語言成果參考字表"
,"井","ㄐㄧㄥˇ","2024-02-16 23:14:00","ai@indexbox.com","1","chinese","zhuyin","中文","注音","教育部本土語言成果參考字表"
,"亙","ㄍ␢ㄣˋ","2024-02-16 23:14:00","ai@indexbox.com","1","chinese","zhuyin","中文","注音","教育部本土語言成果參考字表"
,"些","ㄒㄧㄝˉ","2024-02-16 23:14:00","ai@indexbox.com","1","chinese","zhuyin","中文","注音","教育部本土語言成果參考字表"
,"亞","␢ㄧㄚˋ","2024-02-16 23:14:00","ai@indexbox.com","1","chinese","zhuyin","中文","注音","教育部本土語言成果參考字表"
,"亟","ㄐㄧ␢ˊ","2024-02-16 23:14:00","ai@indexbox.com","1","chinese","zhuyin","中文","注音","教育部本土語言成果參考字表"
,"亡","␢ㄨㄤˊ","2024-02-16 23:14:00","ai@indexbox.com","1","chinese","zhuyin","中文","注音","教育部本土語言成果參考字表"
,"亢","ㄎ␢ㄤˋ","2024-02-16 23:14:00","ai@indexbox.com","1","chinese","zhuyin","中文","注音","教育部本土語言成果參考字表"
,"交","ㄐㄧㄠˉ","2024-02-16 23:14:00","ai@indexbox.com","1","chinese","zhuyin","中文","注音","教育部本土語言成果參考字表"
,"亥","ㄏ␢ㄞˋ","2024-02-16 23:14:00","ai@indexbox.com","1","chinese","zhuyin","中文","注音","教育部本土語言成果參考字表"
,"亦","␢ㄧ␢ˋ","2024-02-16 23:14:00","ai@indexbox.com","1","chinese","zhuyin","中文","注音","教育部本土語言成果參考字表"
,"亨","ㄏ␢ㄥˉ","2024-02-16 23:14:00","ai@indexbox.com","1","chinese","zhuyin","中文","注音","教育部本土語言成果參考字表"
,"享","ㄒㄧㄤˇ","2024-02-16 23:14:00","ai@indexbox.com","1","chinese","zhuyin","中文","注音","教育部本土語言成果參考字表"
,"京","ㄐㄧㄥˉ","2024-02-16 23:14:00","ai@indexbox.com","1","chinese","zhuyin","中文","注音","教育部本土語言成果參考字表"
,"亭","ㄊㄧㄥˊ","2024-02-16 23:14:00","ai@indexbox.com","1","chinese","zhuyin","中文","注音","教育部本土語言成果參考字表"
,"亮","ㄌㄧㄤˋ","2024-02-16 23:14:00","ai@indexbox.com","1","chinese","zhuyin","中文","注音","教育部本土語言成果參考字表"
,"人","ㄖ␢ㄣˊ","2024-02-16 23:14:00","ai@indexbox.com","1","chinese","zhuyin","中文","注音","教育部本土語言成果參考字表"
,"亼","ㄐㄧ␢ˊ","2024-02-16 23:14:00","ai@indexbox.com","1","chinese","zhuyin","中文","注音","教育部本土語言成果參考字表"
,"仁","ㄖ␢ㄣˊ","2024-02-16 23:14:00","ai@indexbox.com","1","chinese","zhuyin","中文","注音","教育部本土語言成果參考字表"
,"仂","ㄌ␢ㄜˋ","2024-02-16 23:14:00","ai@indexbox.com","1","chinese","zhuyin","中文","注音","教育部本土語言成果參考字表"
,"仃","ㄉㄧㄥˉ","2024-02-16 23:14:00","ai@indexbox.com","1","chinese","zhuyin","中文","注音","教育部本土語言成果參考字表"
,"仄","ㄗ␢ㄜˋ","2024-02-16 23:14:00","ai@indexbox.com","1","chinese","zhuyin","中文","注音","教育部本土語言成果參考字表"
,"仆","ㄆㄨ␢ˉ","2024-02-16 23:14:00","ai@indexbox.com","1","chinese","zhuyin","中文","注音","教育部本土語言成果參考字表"
